Date,Type,Usage_Count,Quality_Score
2026-06-13,Yonex_AS30,46,77.35614558108566
2026-06-14,RSL_No1,34,82.70865193886966
2026-06-15,Victor_Master,26,60.214137542201584
2026-06-16,Yonex_AS30,32,86.43754043206928
2026-06-17,Yonex_AS30,11,78.38496407494414
2026-06-18,Yonex_AS30,39,70.84712086099199
2026-06-19,Yonex_AS30,32,81.32781866106285
2026-06-20,Yonex_AS30,18,97.70692857804396
2026-06-21,Yonex_AS30,14,76.81866255058495
2026-06-22,Victor_Master,20,77.48220586300336
2026-06-23,Victor_Master,20,70.40639100459757
2026-06-24,Yonex_AS30,35,66.50155630535208
2026-06-25,Victor_Master,46,83.30335816544246
2026-06-26,RSL_No1,29,66.43916174091133
2026-06-27,Yonex_AS30,17,75.71566237219392
2026-06-28,RSL_No1,10,70.22342553234883
2026-06-29,RSL_No1,48,79.78979825746391
2026-06-30,Yonex_AS30,13,78.33662105286949
2026-07-01,Victor_Master,49,85.375399442579
2026-07-02,RSL_No1,40,69.89983601145254
2026-07-03,Yonex_AS30,47,72.30125064706628
2026-07-04,RSL_No1,24,65.21236284217693
2026-07-05,RSL_No1,22,70.55706739923889
2026-07-06,RSL_No1,47,78.77300493044852
2026-07-07,RSL_No1,25,82.56988616645351
2026-07-08,Victor_Master,8,65.77834675822375
2026-07-09,RSL_No1,37,83.6960592010566
2026-07-10,RSL_No1,31,88.55637858804951
2026-07-11,RSL_No1,11,79.13434903223701
2026-07-12,Victor_Master,10,93.76795812558066
2026-07-13,RSL_No1,19,67.26210800896428
2026-07-14,RSL_No1,22,62.55345296688583
2026-07-15,Victor_Master,36,57.212797510957216
2026-07-16,Victor_Master,15,89.96044311489183
2026-07-17,Victor_Master,24,81.54365656354058
2026-07-18,RSL_No1,28,74.44415329089544
2026-07-19,Victor_Master,19,77.7996862631982
2026-07-20,Victor_Master,11,63.74510952701623
2026-07-21,RSL_No1,25,99.45751979616827
2026-07-22,Victor_Master,46,76.29221181975228
2026-07-23,RSL_No1,30,76.09394794604893
2026-07-24,Yonex_AS30,48,82.25766623898691
2026-07-25,Victor_Master,18,79.81009231736714
2026-07-26,Yonex_AS30,41,77.23884024279131
2026-07-27,RSL_No1,25,67.09525544554688
2026-07-28,Victor_Master,22,79.71468357135996
2026-07-29,RSL_No1,9,93.82024496475034
2026-07-30,Yonex_AS30,7,88.45420046154977
2026-07-31,RSL_No1,27,90.93186626639397
2026-08-01,Victor_Master,30,69.88784323568815
2026-08-02,Victor_Master,41,65.1039517974142
2026-08-03,Yonex_AS30,28,73.74213079900352
2026-08-04,RSL_No1,23,75.55724912288694
2026-08-05,Victor_Master,29,85.94191518470949
2026-08-06,Yonex_AS30,25,58.07535370285181
2026-08-07,Victor_Master,16,90.29550319460614
2026-08-08,Victor_Master,45,73.4199210142101
2026-08-09,RSL_No1,37,70.7311893005258
2026-08-10,Victor_Master,8,64.87895624739832
2026-08-11,RSL_No1,46,58.451433281342304
2026-08-12,Victor_Master,11,83.23170583961914
2026-08-13,Yonex_AS30,26,75.73317967188405
2026-08-14,Victor_Master,37,62.10039100258946
2026-08-15,RSL_No1,21,62.04921227936384
2026-08-16,RSL_No1,28,71.64215300709871
2026-08-17,Yonex_AS30,38,91.69021525289392
2026-08-18,Victor_Master,32,72.40408648636395
2026-08-19,Victor_Master,47,59.96857046881894
2026-08-20,Yonex_AS30,45,72.54256935914056
2026-08-21,Victor_Master,43,72.2727643025233
2026-08-22,Victor_Master,26,48.03113357058429
2026-08-23,RSL_No1,21,74.45705133482188
2026-08-24,Victor_Master,38,72.69065469791322
2026-08-25,Victor_Master,10,81.96206364813418
2026-08-26,Yonex_AS30,10,93.48956094945345
2026-08-27,Yonex_AS30,38,86.26565029547757
2026-08-28,RSL_No1,5,72.3111130944517
2026-08-29,Victor_Master,14,63.934740912583294
2026-08-30,Victor_Master,25,100.0
2026-08-31,Victor_Master,9,75.59218434014488
2026-09-01,RSL_No1,6,75.13929291912946
2026-09-02,RSL_No1,26,74.75874912889996
2026-09-03,Yonex_AS30,6,76.98084760767856
2026-09-04,RSL_No1,14,73.55639588076058
2026-09-05,Victor_Master,38,69.26337993119763
2026-09-06,Victor_Master,20,69.53141058759608
2026-09-07,RSL_No1,43,74.67246729784002
2026-09-08,Victor_Master,26,69.56575228866235
2026-09-09,Victor_Master,16,67.87154217322836
2026-09-10,RSL_No1,28,76.06430227691897
2026-09-11,RSL_No1,44,72.45022782579144
2026-09-12,Victor_Master,42,90.0399298858269
2026-09-13,Victor_Master,14,48.49030191606988
2026-09-14,Victor_Master,39,85.91506851922462
2026-09-15,Yonex_AS30,36,87.4608519249763
2026-09-16,Yonex_AS30,11,54.2660976759185
2026-09-17,Yonex_AS30,25,71.57312405919652
2026-09-18,RSL_No1,24,71.28559134004209
2026-09-19,Yonex_AS30,30,60.924883052821784
2026-09-20,RSL_No1,8,67.22183312409125
2026-09-21,RSL_No1,26,63.894241545341714
2026-09-22,Yonex_AS30,19,92.52270443423623
2026-09-23,Yonex_AS30,44,84.35678393147461
2026-09-24,Yonex_AS30,25,87.71555094994159
2026-09-25,Victor_Master,19,82.21672064043236
2026-09-26,Yonex_AS30,26,63.70948228782771
2026-09-27,Victor_Master,32,69.75479733720226
2026-09-28,RSL_No1,18,79.89374561227918
2026-09-29,Victor_Master,31,62.778721911080545
2026-09-30,Yonex_AS30,45,82.12998430172388
2026-10-01,RSL_No1,44,72.59674601841866
2026-10-02,RSL_No1,32,71.25179192450402
2026-10-03,RSL_No1,30,82.10959968203491
2026-10-04,Victor_Master,6,79.4426331148604
2026-10-05,Yonex_AS30,29,71.3903383418092
2026-10-06,RSL_No1,7,86.59329803364248
2026-10-07,RSL_No1,12,64.18936672400102
2026-10-08,RSL_No1,48,81.15935606944264
2026-10-09,Victor_Master,37,80.93101257968384
2026-10-10,Victor_Master,46,71.9045356068601
2026-10-11,Yonex_AS30,39,78.26133022242118
2026-10-12,Victor_Master,10,62.488864236146966
2026-10-13,RSL_No1,43,84.240270192069
2026-10-14,Yonex_AS30,27,73.15097863557011
2026-10-15,RSL_No1,29,69.7727697948096
2026-10-16,RSL_No1,47,85.49009225836889
2026-10-17,Victor_Master,23,67.9565630945724
2026-10-18,Yonex_AS30,9,60.91538703636441
2026-10-19,Victor_Master,15,59.433708264760966
2026-10-20,Victor_Master,16,81.0600995134564
2026-10-21,Yonex_AS30,14,62.19570647503717
2026-10-22,RSL_No1,12,92.54794181984364
2026-10-23,RSL_No1,28,54.18070592116278
2026-10-24,Yonex_AS30,32,91.96456368290038
2026-10-25,RSL_No1,45,77.11017467202619
2026-10-26,Yonex_AS30,40,74.03286888129608
2026-10-27,Yonex_AS30,41,69.5508091319105
2026-10-28,Victor_Master,25,78.9913611435207
2026-10-29,Yonex_AS30,12,74.62365297575151
2026-10-30,Victor_Master,13,86.03301882016521
2026-10-31,RSL_No1,19,76.1422764866204
2026-11-01,RSL_No1,44,76.50301761461877
2026-11-02,RSL_No1,22,71.36387787786144
2026-11-03,RSL_No1,46,74.43054376278933
2026-11-04,Victor_Master,24,78.0780176889206
2026-11-05,RSL_No1,10,57.89831607343375
2026-11-06,Yonex_AS30,16,61.518145778942866
2026-11-07,Yonex_AS30,6,82.43264094022715
2026-11-08,Yonex_AS30,11,76.70865438127942
2026-11-09,Victor_Master,20,73.1601666364732
2026-11-10,RSL_No1,7,75.18433933065393
2026-11-11,RSL_No1,49,78.47581705361671
2026-11-12,RSL_No1,7,69.60240319690638
2026-11-13,Victor_Master,31,67.21695274597687
2026-11-14,Yonex_AS30,47,76.95845255097682
2026-11-15,Yonex_AS30,44,65.21627222384969
2026-11-16,RSL_No1,42,79.08252755714472
2026-11-17,Yonex_AS30,37,57.9741639576216
2026-11-18,Yonex_AS30,32,85.29155637325644
2026-11-19,Victor_Master,5,79.72597482413043
2026-11-20,Victor_Master,12,77.56029734313876
2026-11-21,Victor_Master,41,84.82690983945514
2026-11-22,Victor_Master,36,91.65474444462576
2026-11-23,RSL_No1,47,85.1437006501813
2026-11-24,Victor_Master,41,56.59125768668355
2026-11-25,Yonex_AS30,8,62.204230332642986
2026-11-26,RSL_No1,34,68.75181422304321
2026-11-27,Yonex_AS30,10,75.26091050210833
2026-11-28,Yonex_AS30,23,80.17659020469122
2026-11-29,Yonex_AS30,36,67.74256186846534
2026-11-30,Victor_Master,13,76.86766764477078
2026-12-01,Victor_Master,16,67.44617067646678
2026-12-02,RSL_No1,15,68.88482197008052
2026-12-03,RSL_No1,20,60.93338903151778
2026-12-04,Victor_Master,5,65.76766753889096
2026-12-05,Yonex_AS30,49,61.48315394383666
2026-12-06,RSL_No1,25,65.24126747022667
2026-12-07,Victor_Master,34,85.5364179660784
2026-12-08,Victor_Master,17,65.50601111168056
2026-12-09,Victor_Master,38,100.0
2026-12-10,Yonex_AS30,8,79.93317900880889
2026-12-11,Victor_Master,32,76.84836123694873
2026-12-12,Victor_Master,42,66.41642219818786
2026-12-13,Victor_Master,35,82.00309879408991
2026-12-14,Victor_Master,31,69.24362173762226
2026-12-15,RSL_No1,9,76.22009814645361
2026-12-16,RSL_No1,29,100.0
2026-12-17,Victor_Master,7,74.03940100275351
2026-12-18,Yonex_AS30,37,86.49273326285676
2026-12-19,RSL_No1,8,67.96823574874112
2026-12-20,Victor_Master,29,74.65011509503039
2026-12-21,RSL_No1,24,92.7080063563551
2026-12-22,RSL_No1,38,68.73032942212232
2026-12-23,Yonex_AS30,30,93.12448557996929
2026-12-24,Victor_Master,9,82.07751935455475
2026-12-25,Victor_Master,39,69.37533224105732
2026-12-26,Yonex_AS30,32,81.3240773905552
2026-12-27,Yonex_AS30,33,84.7255444962673
2026-12-28,Victor_Master,13,81.21809962217196
2026-12-29,Victor_Master,42,59.297752801095434
2026-12-30,Yonex_AS30,10,67.72862824175131
2026-12-31,RSL_No1,23,72.52481364448495
2027-01-01,RSL_No1,48,74.25566570899954
2027-01-02,Yonex_AS30,15,81.20672097550678
2027-01-03,RSL_No1,6,76.77701000933254
2027-01-04,Yonex_AS30,48,61.64655641289899
2027-01-05,RSL_No1,48,78.80197851005963
2027-01-06,RSL_No1,13,81.10585745283824
2027-01-07,Victor_Master,25,80.5979044793104
2027-01-08,Victor_Master,28,85.80780725554622
2027-01-09,RSL_No1,38,83.33922154548904
2027-01-10,RSL_No1,26,79.59180079228437
2027-01-11,Victor_Master,7,74.29834288541353
2027-01-12,Victor_Master,16,58.39039066484008
2027-01-13,Victor_Master,32,79.29618219132585
2027-01-14,Yonex_AS30,34,77.07687687163111
2027-01-15,RSL_No1,30,77.71578837195374
2027-01-16,Victor_Master,25,62.232514241796906
2027-01-17,RSL_No1,32,64.18943459591738
2027-01-18,Yonex_AS30,30,85.53152853332904
2027-01-19,Yonex_AS30,37,74.60444846143345
2027-01-20,Victor_Master,25,81.81500697372624
2027-01-21,Yonex_AS30,39,75.28318376130461
2027-01-22,RSL_No1,38,75.29756139495746
2027-01-23,Victor_Master,45,84.38283805975998
2027-01-24,RSL_No1,22,69.83955271782627
2027-01-25,RSL_No1,15,75.96120776940984
2027-01-26,Yonex_AS30,27,70.37724711294958
2027-01-27,Yonex_AS30,26,70.65503772567685
2027-01-28,Yonex_AS30,21,71.90827876531361
2027-01-29,Yonex_AS30,9,77.22133771633713
2027-01-30,Yonex_AS30,48,70.21251378336522
2027-01-31,Victor_Master,15,87.55756125573521
2027-02-01,RSL_No1,34,66.05392697780496
2027-02-02,RSL_No1,19,73.13128355838641
2027-02-03,RSL_No1,31,70.60268941725825
2027-02-04,RSL_No1,39,89.46977884353733
2027-02-05,Yonex_AS30,37,76.96554776511574
2027-02-06,RSL_No1,24,85.31844539468635
2027-02-07,Victor_Master,20,60.14439626963028
2027-02-08,Victor_Master,38,77.67050265869258
2027-02-09,RSL_No1,6,83.89630795623437
2027-02-10,RSL_No1,39,75.82283989275425
2027-02-11,Victor_Master,44,85.65480375065351
2027-02-12,Victor_Master,32,69.82711549899628
2027-02-13,Yonex_AS30,43,89.0934744018558
2027-02-14,Victor_Master,10,97.9889812361925
2027-02-15,Yonex_AS30,13,71.37161439560342
2027-02-16,Yonex_AS30,24,70.54497478599228
2027-02-17,Yonex_AS30,5,89.533844771177
2027-02-18,Yonex_AS30,12,90.79572145730712
2027-02-19,Yonex_AS30,27,69.77139972846732
2027-02-20,RSL_No1,7,70.79813182904142
2027-02-21,Victor_Master,8,72.18215391139493
2027-02-22,Yonex_AS30,29,61.555494889657226
2027-02-23,Victor_Master,42,65.81348053515802
2027-02-24,Victor_Master,19,64.95859233247933
2027-02-25,Yonex_AS30,25,67.32202434895872
2027-02-26,RSL_No1,39,74.65315112613219
2027-02-27,Yonex_AS30,18,77.3421473253652
2027-02-28,RSL_No1,40,90.50500492814076
2027-03-01,Victor_Master,16,65.0164595926121
2027-03-02,RSL_No1,21,84.84322398476584
2027-03-03,RSL_No1,43,72.86011155774491
2027-03-04,RSL_No1,13,74.50536290347567
2027-03-05,Victor_Master,39,81.74819492166604
2027-03-06,Victor_Master,17,63.772779784377015
2027-03-07,RSL_No1,19,78.82409746184051
2027-03-08,RSL_No1,22,76.66452208213056
2027-03-09,Yonex_AS30,37,79.92451264008149
2027-03-10,RSL_No1,10,77.89168643907819
2027-03-11,Yonex_AS30,31,99.55300139910895
2027-03-12,RSL_No1,27,68.62260015748684
2027-03-13,Yonex_AS30,31,69.69003044998182
2027-03-14,Victor_Master,38,68.76859473575236
2027-03-15,RSL_No1,42,69.44522880839746
2027-03-16,RSL_No1,18,68.62612872693482
2027-03-17,RSL_No1,40,86.89016531107552
2027-03-18,RSL_No1,12,89.20504247989855
2027-03-19,Yonex_AS30,39,69.29253706250523
2027-03-20,RSL_No1,23,66.67644426895771
2027-03-21,Victor_Master,34,79.71415556386404
2027-03-22,Victor_Master,18,69.47776955719029
2027-03-23,RSL_No1,24,81.32931817755511
2027-03-24,Victor_Master,29,77.029230208513
2027-03-25,RSL_No1,44,59.84255885002768
2027-03-26,RSL_No1,28,90.47505201330061
2027-03-27,Victor_Master,18,92.95877673095522
2027-03-28,RSL_No1,30,68.87211309515614
2027-03-29,Victor_Master,42,71.12298440064016
2027-03-30,Yonex_AS30,27,77.85865390724905
2027-03-31,RSL_No1,26,78.34456789987026
2027-04-01,Yonex_AS30,23,81.5854427267283
2027-04-02,Victor_Master,7,95.1020453876635
2027-04-03,Yonex_AS30,46,73.2305277250595
2027-04-04,Yonex_AS30,23,67.01702755461547
2027-04-05,Victor_Master,13,61.20680771985473
2027-04-06,Yonex_AS30,32,67.69069960058081
2027-04-07,Yonex_AS30,24,74.66873027126204
2027-04-08,Victor_Master,49,92.94557863517788
2027-04-09,Yonex_AS30,11,69.82388700963828
2027-04-10,Victor_Master,18,77.23787951638899
2027-04-11,Yonex_AS30,13,74.83577103927247
2027-04-12,Victor_Master,23,86.88393273448084
2027-04-13,Victor_Master,18,100.0
2027-04-14,Yonex_AS30,42,69.6913122707968
2027-04-15,Yonex_AS30,40,70.10560557481777
2027-04-16,Yonex_AS30,44,85.44160877069072
2027-04-17,RSL_No1,21,81.81891489626311
2027-04-18,RSL_No1,34,93.46707325736034
2027-04-19,RSL_No1,13,80.83928185325964
2027-04-20,Victor_Master,37,71.40707909212941
2027-04-21,Yonex_AS30,29,80.9065483069231
2027-04-22,Victor_Master,18,86.08703580582907
2027-04-23,RSL_No1,15,83.20482181197364
2027-04-24,Yonex_AS30,39,80.07274031107298
2027-04-25,Victor_Master,45,85.66674689589154
2027-04-26,Yonex_AS30,18,86.69295590445672
2027-04-27,Victor_Master,34,88.82158991037527
2027-04-28,Yonex_AS30,45,81.48709887589642
2027-04-29,RSL_No1,8,73.32881919683146
2027-04-30,RSL_No1,8,76.46713686433323
2027-05-01,Yonex_AS30,32,87.06508966508358
2027-05-02,Victor_Master,12,66.83064329012764
2027-05-03,RSL_No1,6,78.68673308872901
2027-05-04,RSL_No1,45,71.0666118767264
2027-05-05,RSL_No1,26,75.28744822934817
2027-05-06,Yonex_AS30,45,87.78451862607298
2027-05-07,Yonex_AS30,20,76.91099068019903
2027-05-08,Victor_Master,33,75.46436548156149
2027-05-09,Victor_Master,34,61.40143859020081
2027-05-10,Victor_Master,16,82.46253566027221
2027-05-11,Yonex_AS30,39,81.45484181141076
2027-05-12,Yonex_AS30,15,96.6325472330546
2027-05-13,Victor_Master,25,71.92221765046999
2027-05-14,Victor_Master,25,77.1915032766394
2027-05-15,Yonex_AS30,9,77.49383683710755
2027-05-16,Victor_Master,24,90.77453279763475
2027-05-17,RSL_No1,41,74.04704467613048
2027-05-18,Yonex_AS30,7,77.7902152577034
2027-05-19,Victor_Master,48,81.0789650971654
2027-05-20,Yonex_AS30,37,76.86609123156359
2027-05-21,RSL_No1,13,70.53566385449471
2027-05-22,Yonex_AS30,13,76.94089992898307
2027-05-23,Yonex_AS30,8,85.73631749859771
2027-05-24,Yonex_AS30,39,64.73484700588939
2027-05-25,Yonex_AS30,21,76.32969674146877
2027-05-26,RSL_No1,38,67.99879185060827
2027-05-27,Yonex_AS30,28,86.95046628924842
2027-05-28,Yonex_AS30,36,59.76813095216225
2027-05-29,Victor_Master,5,69.41078152728412
2027-05-30,Yonex_AS30,12,78.7721187506452
2027-05-31,Victor_Master,49,90.65524029234341
2027-06-01,RSL_No1,27,74.34249738927012
2027-06-02,RSL_No1,44,69.44800473306802
2027-06-03,RSL_No1,16,93.8115706944059
2027-06-04,RSL_No1,16,60.51986099583756
2027-06-05,Victor_Master,19,53.01194043379918
2027-06-06,Yonex_AS30,45,79.40014450053333
2027-06-07,RSL_No1,23,69.97945775647389
2027-06-08,Yonex_AS30,30,64.78767182869287
2027-06-09,Victor_Master,33,82.08356447299353
2027-06-10,Victor_Master,26,77.43800713771199
2027-06-11,Victor_Master,44,69.35921369263272
2027-06-12,RSL_No1,25,62.19695601329106
2027-06-13,Yonex_AS30,42,83.72457328280144
2027-06-14,Yonex_AS30,24,81.50201177958661
2027-06-15,Yonex_AS30,33,74.00824136220618
2027-06-16,Victor_Master,8,93.46636996047665
2027-06-17,RSL_No1,11,64.29915233673847
2027-06-18,Victor_Master,32,59.74474829075261
2027-06-19,Victor_Master,32,68.08091930118755
2027-06-20,Yonex_AS30,8,74.54413983644503
2027-06-21,Victor_Master,26,77.43339449322691
2027-06-22,Yonex_AS30,16,72.5876394214367
2027-06-23,RSL_No1,49,78.52055396514297
2027-06-24,Yonex_AS30,7,62.48460575809556
2027-06-25,RSL_No1,26,89.4376460407326
2027-06-26,Yonex_AS30,48,74.17848821607431
2027-06-27,Victor_Master,6,86.17295831588127
2027-06-28,Victor_Master,28,78.42725346377703
2027-06-29,RSL_No1,38,79.56753219153784
2027-06-30,RSL_No1,31,80.69767280232205
2027-07-01,RSL_No1,45,79.47708560017315
2027-07-02,Yonex_AS30,5,81.42722759867544
2027-07-03,Yonex_AS30,12,88.29152530132431
2027-07-04,RSL_No1,27,76.9652116970147
2027-07-05,Victor_Master,42,82.09003757588512
2027-07-06,Yonex_AS30,10,74.10264305712774
2027-07-07,Yonex_AS30,26,89.40117215449473
2027-07-08,Yonex_AS30,29,68.2360769794073
2027-07-09,RSL_No1,22,93.00940432910815
2027-07-10,RSL_No1,21,74.59842049355656
2027-07-11,RSL_No1,16,60.69224897881952
2027-07-12,RSL_No1,10,76.2810441491079
2027-07-13,RSL_No1,30,68.1894834252512
2027-07-14,Victor_Master,31,83.40643548988724
2027-07-15,Victor_Master,12,68.4737602069761
2027-07-16,RSL_No1,23,70.5381656678522
2027-07-17,Yonex_AS30,46,56.10459269054469
2027-07-18,RSL_No1,5,70.47693680750923
2027-07-19,Victor_Master,33,50.76120673371044
2027-07-20,Victor_Master,49,59.16097176514277
2027-07-21,Yonex_AS30,39,82.60414656144297
2027-07-22,Victor_Master,44,82.85800158650832
2027-07-23,RSL_No1,18,79.25457561784965
2027-07-24,Yonex_AS30,39,65.33023856870787
2027-07-25,RSL_No1,49,74.5228864385802
2027-07-26,RSL_No1,24,74.96397460909432
2027-07-27,Yonex_AS30,17,63.416353108074574
2027-07-28,RSL_No1,42,90.0339830176715
2027-07-29,Victor_Master,12,83.77362290575671
2027-07-30,RSL_No1,47,72.79035826170336
2027-07-31,Yonex_AS30,24,75.26885838994531
2027-08-01,Yonex_AS30,37,77.08382807947552
2027-08-02,Yonex_AS30,30,54.58265131575709
2027-08-03,RSL_No1,43,72.52822617479403
2027-08-04,Yonex_AS30,25,68.18015752002202
2027-08-05,Yonex_AS30,46,64.98379990105084
2027-08-06,RSL_No1,47,72.18899707114045
2027-08-07,Victor_Master,45,92.97686526849523
2027-08-08,RSL_No1,13,81.4084286126701
2027-08-09,Yonex_AS30,28,69.28821010217203
2027-08-10,Yonex_AS30,41,80.72582781356158
2027-08-11,RSL_No1,45,88.99355436586002
2027-08-12,Victor_Master,21,84.24633682912769
2027-08-13,Yonex_AS30,28,75.59630369920174
2027-08-14,Yonex_AS30,25,68.53063222294426
2027-08-15,Yonex_AS30,43,81.9822331361359
2027-08-16,RSL_No1,45,78.9348538542175
2027-08-17,Yonex_AS30,43,83.95193220027733
2027-08-18,Victor_Master,17,81.35171801681969
2027-08-19,Yonex_AS30,15,85.49552715319335
2027-08-20,Yonex_AS30,23,69.64764788439432
2027-08-21,Victor_Master,15,88.17394065634326
2027-08-22,Yonex_AS30,17,76.975996046924
2027-08-23,RSL_No1,49,95.75260872625265
2027-08-24,RSL_No1,5,68.10812181910433
2027-08-25,RSL_No1,44,92.3596380316525
2027-08-26,Victor_Master,48,76.97910783462648
2027-08-27,Yonex_AS30,23,68.48581996385552
2027-08-28,RSL_No1,16,70.16114165945679
2027-08-29,Victor_Master,12,71.7965269180568
2027-08-30,Yonex_AS30,12,79.24165946401916
2027-08-31,Victor_Master,49,80.228354880355
2027-09-01,RSL_No1,16,69.26299996061421
2027-09-02,RSL_No1,37,74.75645407739017
2027-09-03,RSL_No1,49,96.42270358611864
2027-09-04,Victor_Master,30,92.27543170100711
2027-09-05,Victor_Master,43,79.36323669674032
2027-09-06,RSL_No1,32,75.380034781682
2027-09-07,Victor_Master,9,76.20031326718261
2027-09-08,RSL_No1,12,81.13517972730416
2027-09-09,RSL_No1,29,64.77207434801595
2027-09-10,Yonex_AS30,31,72.42623462576655
2027-09-11,Victor_Master,27,58.314159261224106
2027-09-12,RSL_No1,34,78.9922312260528
2027-09-13,RSL_No1,49,81.4719593970274
2027-09-14,Victor_Master,27,70.16813537700627
2027-09-15,Yonex_AS30,24,90.73986763290033
2027-09-16,Yonex_AS30,22,62.74234336997659
2027-09-17,RSL_No1,22,60.3562511979018
2027-09-18,Victor_Master,6,77.24451818559972
2027-09-19,Yonex_AS30,8,85.47098302612154
2027-09-20,Victor_Master,34,91.83927691457869
2027-09-21,Victor_Master,37,70.4111573713106
2027-09-22,RSL_No1,40,85.78680833431295
2027-09-23,Yonex_AS30,22,74.61491530499293
2027-09-24,RSL_No1,41,73.2737270005918
2027-09-25,Yonex_AS30,23,83.83659937486672
2027-09-26,Yonex_AS30,32,81.52322878413419
2027-09-27,Yonex_AS30,44,59.236078430157505
2027-09-28,Yonex_AS30,24,89.76540349725896
2027-09-29,Yonex_AS30,37,88.80091354147451
2027-09-30,Victor_Master,16,68.7443729849047
2027-10-01,RSL_No1,19,78.95803533437409
2027-10-02,Victor_Master,45,79.94030186282738
2027-10-03,Yonex_AS30,43,77.60673765823907
2027-10-04,RSL_No1,6,69.4969484615458
2027-10-05,Yonex_AS30,33,68.28376632061949
2027-10-06,RSL_No1,45,74.74445929008554
2027-10-07,Victor_Master,14,86.72729019259364
2027-10-08,RSL_No1,6,80.43600154594432
2027-10-09,RSL_No1,15,71.29385667913894
2027-10-10,RSL_No1,17,82.71698710648344
2027-10-11,RSL_No1,14,46.51457379369924
2027-10-12,RSL_No1,18,86.48765700372104
2027-10-13,Yonex_AS30,22,57.60286221221901
2027-10-14,RSL_No1,13,71.37559058596868
2027-10-15,RSL_No1,43,63.803301053738565
2027-10-16,Victor_Master,32,62.053185242790946
2027-10-17,RSL_No1,7,86.6082678737852
2027-10-18,Victor_Master,24,70.32298798688109
2027-10-19,Yonex_AS30,10,78.46503881730716
2027-10-20,RSL_No1,31,74.53079421120816
2027-10-21,Victor_Master,6,79.77040827223121
2027-10-22,Victor_Master,33,75.76821891060256
2027-10-23,Yonex_AS30,42,62.1700777581143
2027-10-24,RSL_No1,7,84.9626681944714
